id,home_ownership,annual_inc,loan_amnt,term,grade,loan_status
984446,MORTGAGE,66000,13200, 60 months,B,Fully Paid
984448,RENT,32000,15000, 36 months,B,Fully Paid
984476,RENT,34000,6000, 36 months,A,Fully Paid
984487,MORTGAGE,48000,8400, 36 months,A,Fully Paid
984490,MORTGAGE,52000,22000, 36 months,A,Fully Paid
984507,MORTGAGE,33000,6000, 36 months,A,Fully Paid
984524,MORTGAGE,45000,3000, 36 months,B,Fully Paid
984527,MORTGAGE,50000,17200, 36 months,A,Fully Paid
984535,MORTGAGE,55620,25000, 60 months,D,Fully Paid
984536,RENT,70000,10000, 36 months,A,Fully Paid
984541,MORTGAGE,69200,21725, 60 months,C,Current
984544,RENT,48500,17500, 36 months,B,Fully Paid
984557,MORTGAGE,65000,8000, 36 months,B,Fully Paid
984579,MORTGAGE,85000,3000, 36 months,A,Fully Paid
984588,MORTGAGE,65000,12000, 60 months,B,Fully Paid
984596,MORTGAGE,170000,5000, 36 months,B,Fully Paid
984620,RENT,52000,12000, 60 months,C,Fully Paid
984625,MORTGAGE,78000,16000, 60 months,E,Charged Off
984631,MORTGAGE,80000,14175, 60 months,D,Fully Paid
984636,RENT,36500,14125, 36 months,A,Fully Paid
984640,RENT,39000,16000, 60 months,B,Fully Paid
984690,RENT,40000,13225, 36 months,D,Fully Paid
984701,MORTGAGE,85000,15000, 36 months,A,Fully Paid
984742,OWN,95000,4800, 36 months,B,Fully Paid
984775,RENT,51000,20000, 60 months,D,Current
984791,RENT,92000,10000, 36 months,B,Fully Paid
984792,MORTGAGE,57000,5500, 36 months,D,Fully Paid
984805,MORTGAGE,85000,35000, 60 months,C,Fully Paid
984808,RENT,55000,20000, 60 months,C,Fully Paid
984812,RENT,15360,1600, 36 months,B,Fully Paid
984826,RENT,14000,3450, 36 months,B,Fully Paid
984837,MORTGAGE,240000,15000, 60 months,D,Current
984841,RENT,49000,3000, 36 months,A,Fully Paid
984853,MORTGAGE,120000,20000, 60 months,D,Charged Off
984854,MORTGAGE,85000,5500, 36 months,B,Fully Paid
984879,RENT,100000,18500, 60 months,B,Fully Paid
984882,RENT,85000,10000, 36 months,C,Fully Paid
984889,MORTGAGE,33000,4000, 36 months,B,Fully Paid
984893,RENT,35000,2000, 36 months,B,Fully Paid
984910,RENT,24000,12000, 36 months,A,Fully Paid
984921,RENT,35496,17000, 60 months,B,Fully Paid
984924,RENT,55000,14500, 36 months,A,Fully Paid
984940,MORTGAGE,120000,2400, 36 months,B,Fully Paid
984948,MORTGAGE,210000,20000, 60 months,B,Fully Paid
984968,MORTGAGE,78500,35000, 60 months,B,Current
984990,RENT,40000,3000, 36 months,C,Fully Paid
984998,MORTGAGE,47000,11000, 36 months,A,Fully Paid
985043,OWN,43200,17000, 36 months,C,Fully Paid
985053,MORTGAGE,31000,9950, 36 months,A,Fully Paid
985071,RENT,31200,8325, 36 months,C,Fully Paid
985083,RENT,21120,5000, 36 months,B,Charged Off
985107,MORTGAGE,80000,35000, 60 months,C,Charged Off
985115,MORTGAGE,54000,15000, 60 months,E,Charged Off
985127,MORTGAGE,85000,12000, 60 months,E,Charged Off
985135,RENT,92000,15000, 36 months,A,Fully Paid
985140,RENT,86000,16000, 36 months,D,Fully Paid
985145,RENT,35000,16000, 36 months,B,Fully Paid
985176,MORTGAGE,63000,18250, 36 months,A,Fully Paid
985182,RENT,36000,7000, 36 months,A,Fully Paid
985200,MORTGAGE,38000,5400, 36 months,A,Fully Paid
985205,RENT,43000,4000, 36 months,D,Fully Paid
985210,MORTGAGE,49067,31825, 60 months,C,Fully Paid
985214,RENT,35000,4800, 36 months,D,Charged Off
985220,MORTGAGE,100000,12000, 60 months,A,Fully Paid
985266,MORTGAGE,85000,13600, 60 months,B,Fully Paid
985275,MORTGAGE,180000,13000, 60 months,C,Current
985276,RENT,60000,4500, 60 months,D,Current
985283,RENT,60780,8000, 36 months,B,Charged Off
985292,MORTGAGE,45000,5600, 60 months,F,Fully Paid
985311,RENT,52000,26200, 60 months,G,Current
985332,MORTGAGE,65000,10000, 36 months,A,Fully Paid
985338,RENT,58000,12800, 36 months,B,Fully Paid
985357,OWN,27000,5000, 36 months,B,Charged Off
985386,RENT,115000,5000, 36 months,A,Fully Paid
985412,MORTGAGE,54000,9000, 36 months,B,Fully Paid
985438,MORTGAGE,42806,1000, 36 months,A,Fully Paid
985440,MORTGAGE,75000,31800, 60 months,B,Fully Paid
985454,MORTGAGE,79000,20000, 60 months,D,Current
985465,RENT,29088,7200, 36 months,B,Fully Paid
985470,OWN,42000,10000, 36 months,C,Fully Paid
985475,RENT,70000,16200, 60 months,B,Current
985493,RENT,70596,13000, 60 months,E,Charged Off
985495,MORTGAGE,135000,12000, 36 months,A,Fully Paid
985508,RENT,34000,4400, 60 months,G,Fully Paid
985545,MORTGAGE,65000,34000, 60 months,E,Charged Off
985610,OWN,61000,12000, 36 months,B,Fully Paid
985628,MORTGAGE,82000,4000, 36 months,A,Fully Paid
985643,RENT,30000,6000, 36 months,A,Fully Paid
985644,MORTGAGE,63132,10000, 36 months,A,Fully Paid
985674,RENT,60626,8625, 36 months,A,Fully Paid
985689,RENT,120000,12000, 60 months,C,Fully Paid
985695,RENT,63000,23700, 60 months,B,Fully Paid
985705,RENT,26400,7075, 60 months,B,Current
985706,RENT,33000,6000, 36 months,A,Fully Paid
985708,RENT,64000,5000, 60 months,D,Current
985735,RENT,93000,10000, 36 months,B,Fully Paid
985795,RENT,38700,10000, 36 months,B,Fully Paid
985800,OWN,17640,4000, 36 months,D,Charged Off
985801,MORTGAGE,53000,11500, 36 months,C,Fully Paid
985811,MORTGAGE,44000,15000, 60 months,C,Current
985825,MORTGAGE,72996,9200, 36 months,A,Fully Paid
985852,RENT,83204,14100, 36 months,A,Fully Paid
985881,MORTGAGE,56472,31000, 60 months,B,Charged Off
985882,RENT,40000,6700, 60 months,B,Fully Paid
985889,MORTGAGE,54000,7000, 36 months,B,Fully Paid
985894,MORTGAGE,48000,2000, 36 months,B,Fully Paid
985909,OWN,25000,5000, 36 months,A,Fully Paid
985912,RENT,71000,23975, 60 months,F,Fully Paid
985932,RENT,41600,6000, 36 months,C,Charged Off
985952,MORTGAGE,78000,10000, 36 months,A,Fully Paid
985956,RENT,55000,15000, 36 months,B,Fully Paid
985964,RENT,78000,2300, 36 months,D,Fully Paid
985965,RENT,44760,3300, 36 months,B,Fully Paid
986011,OWN,45000,10000, 36 months,D,Fully Paid
986013,RENT,18000,7000, 36 months,B,Fully Paid
986026,MORTGAGE,72000,14000, 60 months,D,Fully Paid
986032,MORTGAGE,110000,27300, 36 months,A,Fully Paid
986044,MORTGAGE,72000,17000, 36 months,A,Fully Paid
986046,RENT,66500,8150, 36 months,D,Fully Paid
986049,MORTGAGE,72000,12000, 60 months,B,Current
986134,MORTGAGE,80000,6450, 60 months,D,Charged Off
986180,MORTGAGE,60000,32875, 60 months,C,Current
986196,RENT,70000,3000, 36 months,E,Fully Paid
986209,RENT,69000,7200, 60 months,E,Charged Off
986213,RENT,65000,15000, 60 months,D,Fully Paid
986214,MORTGAGE,45000,3675, 36 months,B,Charged Off
986238,RENT,97000,20000, 60 months,C,Fully Paid
986277,RENT,80000,14000, 60 months,C,Fully Paid
986278,MORTGAGE,80000,12000, 60 months,A,Fully Paid
986281,MORTGAGE,180000,28000, 36 months,B,Fully Paid
986289,MORTGAGE,35000,15000, 60 months,B,Fully Paid
986291,RENT,102000,8000, 60 months,E,Current
986296,RENT,90000,12000, 36 months,A,Fully Paid
986300,MORTGAGE,150000,28000, 36 months,B,Fully Paid
986302,MORTGAGE,58172,18975, 60 months,B,Fully Paid
986304,RENT,40000,9600, 36 months,C,Fully Paid
986308,RENT,104000,20000, 60 months,C,Charged Off
986319,RENT,171500,18000, 36 months,A,Fully Paid
986347,RENT,41146,20000, 60 months,E,Current
986370,RENT,175000,25000, 60 months,B,Fully Paid
986381,MORTGAGE,120000,21000, 36 months,A,Fully Paid
986404,MORTGAGE,52000,14500, 36 months,B,Fully Paid
986409,RENT,42000,2000, 36 months,C,Fully Paid
986416,MORTGAGE,83004,15000, 36 months,A,Fully Paid
986451,RENT,44000,5000, 36 months,C,Charged Off
986458,MORTGAGE,62000,9000, 36 months,A,Fully Paid
986466,MORTGAGE,50000,10575, 60 months,B,Current
986474,OWN,30000,8875, 36 months,C,Fully Paid
986476,MORTGAGE,47000,8000, 36 months,B,Fully Paid
986491,MORTGAGE,195800,25000, 60 months,E,Charged Off
986535,MORTGAGE,100000,20000, 36 months,D,Charged Off
986557,RENT,36000,7000, 36 months,B,Fully Paid
986567,MORTGAGE,45600,10000, 36 months,C,Fully Paid
986582,OWN,65000,15000, 36 months,B,Fully Paid
986598,RENT,84000,15000, 36 months,A,Fully Paid
986603,RENT,46000,8800, 36 months,C,Fully Paid
986641,MORTGAGE,135000,30000, 60 months,C,Current
986646,RENT,95000,4000, 36 months,A,Fully Paid
986657,MORTGAGE,42000,9350, 36 months,B,Fully Paid
986667,MORTGAGE,54000,15000, 60 months,B,Fully Paid
986668,MORTGAGE,68000,18000, 36 months,A,Fully Paid
986669,MORTGAGE,93000,3600, 36 months,A,Fully Paid
986703,MORTGAGE,357000,14000, 36 months,E,Fully Paid
986708,RENT,40000,13100, 60 months,E,Charged Off
986723,RENT,150000,4000, 36 months,B,Charged Off
986728,RENT,55000,4800, 36 months,A,Fully Paid
986731,RENT,125000,15000, 36 months,A,Fully Paid
986749,OWN,29004,3500, 60 months,D,Fully Paid
986766,MORTGAGE,60000,4000, 36 months,A,Fully Paid
986770,MORTGAGE,115000,10000, 36 months,B,Fully Paid
986800,RENT,80800,20400, 60 months,C,Charged Off
986804,MORTGAGE,85000,15000, 60 months,B,Fully Paid
986814,RENT,50400,30000, 60 months,B,Current
986834,MORTGAGE,40000,14000, 36 months,A,Fully Paid
986841,MORTGAGE,56400,7000, 36 months,A,Fully Paid
986843,RENT,30000,11100, 36 months,A,Fully Paid
986844,MORTGAGE,165000,10000, 36 months,A,Fully Paid
986874,MORTGAGE,66000,6000, 36 months,A,Fully Paid
986885,MORTGAGE,67000,5750, 60 months,C,Current
986898,RENT,70000,8000, 36 months,C,Fully Paid
986905,MORTGAGE,158000,15000, 36 months,A,Fully Paid
986906,MORTGAGE,75000,20000, 36 months,C,Fully Paid
986911,MORTGAGE,35000,8000, 36 months,B,Fully Paid
986914,RENT,50000,6000, 36 months,B,Fully Paid
986915,OWN,53000,3000, 36 months,A,Fully Paid
986927,RENT,56400,9500, 36 months,A,Fully Paid
986936,MORTGAGE,94000,10000, 36 months,C,Fully Paid
986986,RENT,53000,11000, 36 months,A,Fully Paid
986991,MORTGAGE,90111,25000, 36 months,A,Charged Off
986998,MORTGAGE,98000,1825, 36 months,C,Fully Paid
987006,MORTGAGE,70008,12000, 60 months,B,Charged Off
987019,MORTGAGE,45516,6000, 36 months,C,Fully Paid
987047,MORTGAGE,108000,35000, 60 months,B,Current
987066,OWN,24000,8000, 36 months,A,Fully Paid
987080,RENT,83004,18000, 60 months,B,Fully Paid
987097,RENT,78300,7000, 36 months,A,Fully Paid
987103,MORTGAGE,69600,4800, 36 months,B,Charged Off
987122,MORTGAGE,82000,25000, 36 months,D,Fully Paid
987145,OWN,46000,23000, 60 months,B,Fully Paid
987161,OWN,57600,4000, 36 months,A,Fully Paid
987165,MORTGAGE,57000,7200, 36 months,B,Fully Paid
987219,RENT,67000,3000, 36 months,A,Fully Paid
987224,RENT,60036,7200, 36 months,B,Fully Paid
987227,RENT,52000,12000, 36 months,A,Fully Paid
987255,MORTGAGE,25500,3000, 60 months,B,Charged Off
987278,RENT,65000,7000, 36 months,B,Fully Paid
987291,MORTGAGE,50000,16275, 60 months,B,Current
987298,RENT,80000,12000, 60 months,D,Fully Paid
987299,MORTGAGE,300000,10000, 36 months,D,Fully Paid
987341,OWN,20000,3600, 60 months,D,Charged Off
987342,MORTGAGE,118400,35000, 36 months,A,Fully Paid
987346,RENT,69000,14000, 36 months,A,Fully Paid
987350,MORTGAGE,70000,19400, 60 months,F,Charged Off
987354,MORTGAGE,47300,6000, 36 months,B,Fully Paid
987365,RENT,54000,5000, 36 months,A,Fully Paid
987372,MORTGAGE,160000,12000, 36 months,C,Fully Paid
987376,MORTGAGE,57188,17450, 36 months,A,Fully Paid
987382,RENT,90000,15000, 36 months,A,Fully Paid
987383,MORTGAGE,47400,16500, 60 months,C,Current
987384,MORTGAGE,100000,30000, 60 months,E,Fully Paid
987389,RENT,57000,10000, 36 months,C,Fully Paid
987401,MORTGAGE,85356,11100, 60 months,A,Current
987428,MORTGAGE,26400,10300, 36 months,D,Charged Off
987436,RENT,14000,2000, 36 months,A,Fully Paid
987462,MORTGAGE,60000,8000, 36 months,A,Fully Paid
987465,MORTGAGE,200000,30000, 36 months,D,Fully Paid
987490,MORTGAGE,57000,9600, 36 months,C,Fully Paid
987512,MORTGAGE,79000,18000, 60 months,B,Charged Off
987586,MORTGAGE,48000,13800, 36 months,A,Fully Paid
987592,RENT,90000,5000, 36 months,A,Charged Off
987599,OWN,41600,12000, 36 months,B,Fully Paid
987614,RENT,68000,11200, 36 months,C,Fully Paid
987633,RENT,45600,6000, 36 months,B,Charged Off
987645,MORTGAGE,130000,10000, 36 months,A,Fully Paid
987663,RENT,50000,25450, 60 months,F,Charged Off
987680,MORTGAGE,132000,2000, 36 months,A,Fully Paid
987695,MORTGAGE,42000,14400, 60 months,C,Fully Paid
987700,RENT,41000,6000, 36 months,A,Fully Paid
987707,MORTGAGE,150000,28000, 60 months,C,Current
987712,MORTGAGE,100000,30000, 60 months,B,Fully Paid
987733,RENT,97400,12600, 60 months,D,Fully Paid
987770,RENT,25000,5000, 36 months,B,Charged Off
987778,MORTGAGE,500000,30000, 36 months,B,Fully Paid
987816,RENT,56508,21250, 60 months,B,Fully Paid
987825,MORTGAGE,42000,24000, 60 months,B,Charged Off
987843,MORTGAGE,93000,25000, 60 months,B,Current
987852,MORTGAGE,41640,17000, 60 months,A,Fully Paid
987879,MORTGAGE,32000,1700, 36 months,A,Fully Paid
987886,OWN,64000,3000, 36 months,A,Fully Paid
987890,MORTGAGE,69000,35000, 60 months,E,Charged Off
987906,RENT,80000,15000, 60 months,D,Charged Off
987909,RENT,20400,2000, 36 months,C,Fully Paid
987914,MORTGAGE,48000,7500, 36 months,A,Fully Paid
987921,RENT,75000,10800, 36 months,D,Charged Off
987923,MORTGAGE,80000,18000, 60 months,B,Current
987927,MORTGAGE,105996,10000, 60 months,B,Charged Off
987930,MORTGAGE,112000,4000, 36 months,A,Fully Paid
987937,RENT,39600,8000, 36 months,B,Fully Paid
987940,RENT,78000,14000, 60 months,B,Fully Paid
987943,RENT,17000,2875, 36 months,B,Fully Paid
987952,RENT,60000,10000, 36 months,B,Fully Paid
987985,MORTGAGE,100000,35000, 60 months,B,Fully Paid
987992,MORTGAGE,135000,20000, 60 months,G,Fully Paid
988006,RENT,133000,17400, 36 months,B,Fully Paid
988008,RENT,34000,4000, 36 months,B,Fully Paid
988058,RENT,80000,30000, 60 months,C,Current
988067,RENT,67752,7000, 36 months,A,Fully Paid
988075,MORTGAGE,30000,15000, 36 months,A,Fully Paid
988099,MORTGAGE,60000,5000, 36 months,A,Fully Paid
988100,OWN,40000,20000, 60 months,D,Charged Off
988112,RENT,64000,15000, 60 months,A,Current
988119,MORTGAGE,96000,35000, 36 months,D,Fully Paid
988131,RENT,63700,4000, 36 months,C,Charged Off
988132,MORTGAGE,100000,12000, 60 months,B,Current
988133,RENT,75000,30000, 36 months,B,Fully Paid
988142,RENT,75000,18000, 36 months,A,Fully Paid
988179,MORTGAGE,135000,15000, 60 months,D,Fully Paid
988193,MORTGAGE,48000,24375, 60 months,D,Current
988204,RENT,32000,5000, 36 months,B,Charged Off
988207,MORTGAGE,65000,18000, 60 months,F,Fully Paid
988221,MORTGAGE,30000,16000, 60 months,B,Fully Paid
988224,RENT,80004,10000, 36 months,A,Fully Paid
988270,MORTGAGE,65000,5000, 36 months,A,Fully Paid
988301,MORTGAGE,38703,19425, 60 months,B,Charged Off
988332,RENT,65000,24000, 36 months,A,Fully Paid
988402,OWN,40000,18500, 60 months,B,Fully Paid
988403,OWN,39000,20000, 60 months,C,Fully Paid
988410,RENT,60000,10700, 36 months,C,Charged Off
988411,MORTGAGE,80000,7500, 36 months,B,Fully Paid
988421,RENT,44000,14000, 60 months,E,Charged Off
988457,MORTGAGE,180000,6000, 36 months,A,Fully Paid
988461,MORTGAGE,65000,5000, 36 months,A,Charged Off
988469,RENT,39500,6000, 60 months,C,Current
988489,MORTGAGE,74000,5000, 60 months,F,Current
988495,RENT,30000,5000, 36 months,C,Fully Paid
988536,MORTGAGE,27600,8400, 36 months,A,Fully Paid
988537,OWN,66000,7500, 36 months,D,Fully Paid
988571,MORTGAGE,140000,25000, 60 months,D,Current
988586,MORTGAGE,53000,12500, 36 months,A,Fully Paid
988592,RENT,33000,18225, 60 months,E,Fully Paid
988624,MORTGAGE,125000,12000, 36 months,A,Fully Paid
988627,MORTGAGE,86000,10800, 36 months,B,Fully Paid
988636,RENT,90000,6400, 36 months,A,Fully Paid
988637,MORTGAGE,70000,12750, 60 months,D,Fully Paid
988640,RENT,21000,8000, 36 months,B,Fully Paid
988646,MORTGAGE,75000,15000, 36 months,A,Fully Paid
988651,OWN,50000,9825, 36 months,A,Fully Paid
988654,MORTGAGE,65000,10000, 36 months,C,Fully Paid
988665,MORTGAGE,43000,2600, 36 months,A,Charged Off
988687,MORTGAGE,51600,7200, 36 months,B,Fully Paid
988714,OWN,62400,15000, 36 months,D,Fully Paid
988724,MORTGAGE,58240,10500, 36 months,A,Fully Paid
988731,RENT,108000,2000, 36 months,D,Fully Paid
988969,OWN,51000,18000, 36 months,B,Fully Paid
988971,MORTGAGE,24780,6950, 60 months,C,Fully Paid
989169,RENT,52000,4500, 36 months,B,Fully Paid
989195,RENT,85000,10000, 36 months,D,Fully Paid
989219,RENT,48000,7200, 36 months,B,Fully Paid
989239,MORTGAGE,55000,6400, 36 months,A,Fully Paid
989241,MORTGAGE,43500,4000, 36 months,B,Fully Paid
989243,RENT,96000,16000, 36 months,D,Fully Paid
989249,MORTGAGE,96000,23675, 60 months,E,Fully Paid
989253,MORTGAGE,115000,24000, 60 months,F,Charged Off
989257,MORTGAGE,245000,12000, 60 months,E,Fully Paid
989281,OWN,21600,5200, 36 months,B,Fully Paid
989285,RENT,125000,35000, 60 months,G,Fully Paid
989290,RENT,120000,12000, 36 months,A,Fully Paid
989294,MORTGAGE,40000,7500, 36 months,A,Fully Paid
989313,MORTGAGE,29232,11000, 36 months,B,Charged Off
989375,RENT,50000,4000, 36 months,A,Fully Paid
989402,MORTGAGE,30000,10375, 36 months,A,Fully Paid
989409,OWN,44000,6000, 36 months,C,Fully Paid
989417,MORTGAGE,30000,11000, 36 months,B,Fully Paid
989431,RENT,82500,12000, 60 months,D,Current
989434,RENT,69000,11600, 60 months,D,Fully Paid
989447,OWN,16200,2000, 36 months,B,Fully Paid
989459,RENT,74400,3600, 36 months,C,Fully Paid
989467,MORTGAGE,92700,9250, 36 months,A,Fully Paid
989476,MORTGAGE,100000,11650, 36 months,A,Fully Paid
989511,MORTGAGE,51300,12000, 60 months,D,Charged Off
989523,MORTGAGE,77000,2600, 36 months,B,Fully Paid
989530,MORTGAGE,68000,30000, 60 months,E,Fully Paid
989598,MORTGAGE,25995,6625, 60 months,C,Current
989612,RENT,69500,12000, 36 months,B,Fully Paid
989623,MORTGAGE,30000,3800, 36 months,E,Fully Paid
989641,MORTGAGE,165000,35000, 36 months,B,Fully Paid
989764,RENT,65000,19850, 60 months,D,Fully Paid
989781,MORTGAGE,49578,16000, 36 months,C,Fully Paid
989782,MORTGAGE,126000,10200, 36 months,B,Fully Paid
989786,RENT,27600,10400, 60 months,E,Charged Off
989796,MORTGAGE,725000,30000, 60 months,G,Fully Paid
989839,RENT,64125,10000, 36 months,B,Fully Paid
989842,RENT,183000,15000, 36 months,E,Fully Paid
989968,MORTGAGE,75000,35000, 60 months,B,Current
990008,MORTGAGE,70000,14000, 60 months,C,Current
990043,RENT,27096,5000, 36 months,A,Charged Off
990045,RENT,19200,4000, 36 months,B,Fully Paid
990054,RENT,39600,12000, 60 months,E,Current
990073,MORTGAGE,70000,30000, 60 months,F,Current
990114,RENT,42000,8000, 36 months,B,Fully Paid
990118,RENT,60000,12000, 36 months,D,Charged Off
990129,MORTGAGE,64212,9600, 36 months,C,Fully Paid
990238,MORTGAGE,39996,3000, 36 months,B,Fully Paid
990249,MORTGAGE,54000,6000, 60 months,A,Fully Paid
990301,MORTGAGE,80000,3000, 36 months,A,Fully Paid
990324,MORTGAGE,54000,7000, 36 months,A,Charged Off
990329,RENT,65000,35000, 60 months,D,Current
990346,RENT,25000,12000, 60 months,C,Fully Paid
990357,RENT,33000,9000, 36 months,B,Fully Paid
990370,RENT,60000,4500, 36 months,B,Fully Paid
990374,RENT,112000,32000, 60 months,E,Fully Paid
990387,MORTGAGE,120000,6900, 36 months,B,Fully Paid
990388,MORTGAGE,200000,21000, 36 months,B,Fully Paid
990395,MORTGAGE,50000,12000, 36 months,A,Fully Paid
990430,RENT,28800,6500, 36 months,B,Fully Paid
990469,MORTGAGE,82882,17000, 60 months,B,Fully Paid
990484,MORTGAGE,120000,5000, 36 months,B,Fully Paid
990486,MORTGAGE,55000,20000, 60 months,C,Fully Paid
990505,RENT,66000,15000, 60 months,E,Fully Paid
990514,OWN,20868,5375, 36 months,C,Fully Paid
990524,MORTGAGE,111240,14000, 36 months,A,Fully Paid
990527,RENT,20004,7000, 60 months,D,Charged Off
990543,MORTGAGE,90000,15000, 36 months,A,Fully Paid
990546,MORTGAGE,52000,8000, 36 months,A,Fully Paid
990585,RENT,120000,12000, 36 months,A,Fully Paid
990589,RENT,47664,4800, 36 months,A,Fully Paid
990606,OWN,52000,6000, 36 months,A,Fully Paid
990626,MORTGAGE,44500,15000, 60 months,B,Current
990636,RENT,78000,14400, 36 months,C,Fully Paid
990652,MORTGAGE,100000,20000, 60 months,B,Fully Paid
990654,RENT,117000,21000, 36 months,B,Fully Paid
990658,RENT,21000,8000, 36 months,D,Charged Off
990687,MORTGAGE,23000,3600, 36 months,D,Charged Off
990688,MORTGAGE,53000,20000, 60 months,C,Charged Off
990709,MORTGAGE,65000,14000, 60 months,D,Charged Off
990710,MORTGAGE,144000,9400, 60 months,E,Fully Paid
990728,RENT,30000,8500, 36 months,C,Fully Paid
990763,MORTGAGE,150000,35000, 60 months,F,Fully Paid
990764,OWN,66000,5000, 36 months,A,Fully Paid
990789,MORTGAGE,143500,27400, 60 months,D,Charged Off
